Case_ID;Event;Type;Order;Is_Chord
11;E3;quarter note;72;True
11;B3;quarter note;72;True
12;E3;eighth note;73;True
12;B3;eighth note;73;True
12;E3;quarter note;74;True
12;B3;quarter note;74;True
12;E3;eighth note;75;True
12;B3;eighth note;75;True
12;E3;eighth note;76;True
12;B3;eighth note;76;True
12;E3;eighth note;77;True
12;B3;eighth note;77;True
12;E3;eighth note;78;True
12;B3;eighth note;78;True
13;E3;half note;79;True
13;E4;half note;79;True
13;E3;dotted quarter note;80;True
13;E4;dotted quarter note;80;True
13;E3;quarter note;81;True
13;D4;quarter note;81;True
14;E3;eighth note;82;True
14;D4;eighth note;82;True
14;E3;quarter note;83;True
14;D4;quarter note;83;True
14;E3;eighth note;84;True
14;D4;eighth note;84;True
14;E3;eighth note;85;True
14;D4;eighth note;85;True
14;E3;eighth note;86;True
14;D4;eighth note;86;True
14;E3;eighth note;87;True
14;D4;eighth note;87;True
15;E3;half note;88;True
15;C4;half note;88;True
15;E3;dotted quarter note;89;True
15;C4;dotted quarter note;89;True
15;E3;quarter note;90;True
15;B3;quarter note;90;True
16;E3;eighth note;91;True
16;B3;eighth note;91;True
16;E3;quarter note;92;True
16;B3;quarter note;92;True
16;E3;eighth note;93;True
16;B3;eighth note;93;True
16;E3;eighth note;94;True
16;B3;eighth note;94;True
16;E3;eighth note;95;True
16;B3;eighth note;95;True
16;E3;eighth note;96;True
16;B3;eighth note;96;True
17;E3;half note;97;True
17;E4;half note;97;True
17;B4;half note;97;True
17;E3;dotted quarter note;98;True
17;E4;dotted quarter note;98;True
17;B4;dotted quarter note;98;True
17;E3;quarter note;99;True
17;D4;quarter note;99;True
17;A4;quarter note;99;True
18;E3;eighth note;100;True
18;D4;eighth note;100;True
18;A4;eighth note;100;True
18;E3;quarter note;101;True
18;D4;quarter note;101;True
18;A4;quarter note;101;True
18;E3;eighth note;102;True
18;D4;eighth note;102;True
18;A4;eighth note;102;True
18;E3;eighth note;103;True
18;D4;eighth note;103;True
18;A4;eighth note;103;True
18;E3;eighth note;104;True
18;D4;eighth note;104;True
18;A4;eighth note;104;True
18;E3;eighth note;105;True
18;D4;eighth note;105;True
18;A4;eighth note;105;True
19;E3;half note;106;True
19;C4;half note;106;True
19;G4;half note;106;True
19;E3;dotted quarter note;107;True
19;C4;dotted quarter note;107;True
19;G4;dotted quarter note;107;True
19;E3;quarter note;108;True
19;B3;quarter note;108;True
19;F#4;quarter note;108;True
20;E3;eighth note;109;True
20;B3;eighth note;109;True
20;F#4;eighth note;109;True
20;E3;quarter note;110;True
20;B3;quarter note;110;True
20;F#4;quarter note;110;True
20;E3;eighth note;111;True
20;B3;eighth note;111;True
20;F#4;eighth note;111;True
20;E3;eighth note;112;True
20;B3;eighth note;112;True
20;F#4;eighth note;112;True
20;E3;eighth note;113;True
20;B3;eighth note;113;True
20;F#4;eighth note;113;True
21;E3;eighth note;114;True
21;B3;eighth note;114;True
21;F#4;eighth note;114;True
21;E3;half note;115;True
21;E4;half note;115;True
21;B4;half note;115;True
21;E3;dotted quarter note;116;True
21;E4;dotted quarter note;116;True
21;B4;dotted quarter note;116;True
22;E3;quarter note;117;True
22;D4;quarter note;117;True
22;A4;quarter note;117;True
22;E3;eighth note;118;True
22;D4;eighth note;118;True
22;A4;eighth note;118;True
22;E3;quarter note;119;True
22;D4;quarter note;119;True
22;A4;quarter note;119;True
22;E3;eighth note;120;True
22;D4;eighth note;120;True
22;A4;eighth note;120;True
22;E3;eighth note;121;True
22;D4;eighth note;121;True
22;A4;eighth note;121;True
22;E3;eighth note;122;True
22;D4;eighth note;122;True
22;A4;eighth note;122;True
23;E3;eighth note;123;True
23;D4;eighth note;123;True
23;A4;eighth note;123;True
23;E3;half note;124;True
23;C4;half note;124;True
23;G4;half note;124;True
23;E3;dotted quarter note;125;True
23;C4;dotted quarter note;125;True
23;G4;dotted quarter note;125;True
24;E3;quarter note;126;True
24;B3;quarter note;126;True
24;F#4;quarter note;126;True
24;E3;eighth note;127;True
24;B3;eighth note;127;True
24;F#4;eighth note;127;True
24;E3;quarter note;128;True
24;B3;quarter note;128;True
24;F#4;quarter note;128;True
24;E3;eighth note;129;True
24;B3;eighth note;129;True
24;F#4;eighth note;129;True
24;E3;eighth note;130;True
24;B3;eighth note;130;True
24;F#4;eighth note;130;True
24;E3;eighth note;131;True
24;B3;eighth note;131;True
24;F#4;eighth note;131;True
25;E3;eighth note;132;True
25;B3;eighth note;132;True
25;F#4;eighth note;132;True
25;E3;half note;133;True
25;E4;half note;133;True
25;E3;dotted quarter note;134;True
25;E4;dotted quarter note;134;True
26;E3;quarter note;135;True
26;D4;quarter note;135;True
26;E3;eighth note;136;True
26;D4;eighth note;136;True
26;E3;quarter note;137;True
26;D4;quarter note;137;True
26;E3;eighth note;138;True
26;D4;eighth note;138;True
26;E3;eighth note;139;True
26;D4;eighth note;139;True
26;E3;eighth note;140;True
26;D4;eighth note;140;True
27;E3;eighth note;141;True
27;D4;eighth note;141;True
27;E3;quarter note;142;True
27;C4;quarter note;142;True
27;E3;quarter note;143;True
27;D4;quarter note;143;True
27;E3;eighth note;144;True
27;C4;eighth note;144;True
27;E3;quarter note;145;True
27;D4;quarter note;145;True
28;E3;quarter note;146;True
28;B3;quarter note;146;True
28;F4;quarter note;146;True
28;G#4;quarter note;146;True
28;E3;eighth note;147;True
28;B3;eighth note;147;True
28;F4;eighth note;147;True
28;G#4;eighth note;147;True
28;E3;quarter note;148;True
28;B3;quarter note;148;True
28;F4;quarter note;148;True
28;G#4;quarter note;148;True
28;E3;eighth note;149;True
28;B3;eighth note;149;True
28;F4;eighth note;149;True
28;G#4;eighth note;149;True
28;E3;eighth note;150;True
28;B3;eighth note;150;True
28;F4;eighth note;150;True
28;G#4;eighth note;150;True
28;E3;eighth note;151;True
28;B3;eighth note;151;True
28;F4;eighth note;151;True
28;G#4;eighth note;151;True
29;E3;eighth note;152;True
29;B3;eighth note;152;True
29;F4;eighth note;152;True
29;G#4;eighth note;152;True
29;E3;half note;153;True
29;E4;half note;153;True
29;B4;half note;153;True
29;E3;dotted quarter note;154;True
29;E4;dotted quarter note;154;True
29;B4;dotted quarter note;154;True
30;E3;quarter note;155;True
30;D4;quarter note;155;True
30;A4;quarter note;155;True
30;E3;eighth note;156;True
30;D4;eighth note;156;True
30;A4;eighth note;156;True
30;E3;quarter note;157;True
30;D4;quarter note;157;True
30;A4;quarter note;157;True
30;E3;eighth note;158;True
30;D4;eighth note;158;True
30;A4;eighth note;158;True
30;E3;eighth note;159;True
30;D4;eighth note;159;True
30;A4;eighth note;159;True
30;E3;eighth note;160;True
30;D4;eighth note;160;True
30;A4;eighth note;160;True
31;E3;eighth note;161;True
31;D4;eighth note;161;True
31;A4;eighth note;161;True
31;E3;quarter note;162;True
31;C4;quarter note;162;True
31;G4;quarter note;162;True
31;E3;quarter note;163;True
31;D4;quarter note;163;True
31;A4;quarter note;163;True
31;E3;eighth note;164;True
31;C4;eighth note;164;True
31;G4;eighth note;164;True
31;E3;quarter note;165;True
31;D4;quarter note;165;True
31;A4;quarter note;165;True
32;E3;19 thirty-second note;166;True
32;B3;19 thirty-second note;166;True
32;E4;19 thirty-second note;166;True
32;G4;19 thirty-second note;166;True
32;B4;19 thirty-second note;166;True
32;Pause;thirty-second note;167;False
32;Pause;double dotted thirty-second note;169;False
32;Pause;double dotted thirty-second note;170;False
32;Pause;double dotted thirty-second note;171;False
32;Pause;double dotted thirty-second note;172;False
32;B3;dotted eighth note;169;True
32;E4;dotted eighth note;170;True
32;G4;dotted eighth note;171;True
32;B4;dotted eighth note;172;True
32;E3;unknown;168;True
