Case_ID;Event;Type;Order;Is_Chord;Timestamp
25;D2;quarter note;99;False;2020-01-14T00:00:49.000000
25;D#3;quarter note;100;False;2020-01-14T00:00:49.500000
26;D2;quarter note;101;False;2020-01-14T00:00:50.000000
26;D2;quarter note;102;False;2020-01-14T00:00:50.500000
26;D2;quarter note;103;False;2020-01-14T00:00:51.000000
26;C#3;quarter note;104;False;2020-01-14T00:00:51.500000
27;D2;quarter note;105;False;2020-01-14T00:00:52.000000
27;D2;quarter note;106;False;2020-01-14T00:00:52.500000
27;D2;quarter note;107;False;2020-01-14T00:00:53.000000
27;D#3;quarter note;108;False;2020-01-14T00:00:53.500000
28;D2;quarter note;109;False;2020-01-14T00:00:54.000000
28;D2;quarter note;110;False;2020-01-14T00:00:54.500000
28;D2;quarter note;111;False;2020-01-14T00:00:55.000000
28;C#3;quarter note;112;False;2020-01-14T00:00:55.500000
29;D2;quarter note;113;False;2020-01-14T00:00:56.000000
29;D2;quarter note;114;False;2020-01-14T00:00:56.500000
29;D2;quarter note;115;False;2020-01-14T00:00:57.000000
29;D#3;quarter note;116;False;2020-01-14T00:00:57.500000
30;D2;quarter note;117;False;2020-01-14T00:00:58.000000
30;D2;quarter note;118;False;2020-01-14T00:00:58.500000
30;D2;quarter note;119;False;2020-01-14T00:00:59.000000
30;C#3;quarter note;120;False;2020-01-14T00:00:59.500000
31;D2;quarter note;121;False;2020-01-14T00:01:00.000000
31;D2;quarter note;122;False;2020-01-14T00:01:00.500000
31;D2;quarter note;123;False;2020-01-14T00:01:01.000000
31;D#3;quarter note;124;False;2020-01-14T00:01:01.500000
32;D2;eighth note;125;False;2020-01-14T00:01:01.750000
32;D2;eighth note;126;False;2020-01-14T00:01:02.000000
32;D2;eighth note;127;False;2020-01-14T00:01:02.250000
32;D2;eighth note;128;True;2020-01-14T00:01:02.500000
32;C2;eighth note;128;True;2020-01-14T00:01:02.500000
32;C#3;half note;129;False;2020-01-14T00:01:03.500000
